"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-05","1975","05","15.7","","7.1","","11.4","","25.0","","1.1","","79.2","","0.0","","79.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-06","1975","06","16.8","","9.1","","13.0","","27.2","","6.1","S","68.1","","0.0","","68.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-07","1975","07","23.1","","13.4","","18.3","","28.9","S","8.9","","20.1","","0.0","","20.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-08","1975","08","17.7","","10.8","","14.3","","26.1","","7.2","","152.1","","0.0","","152.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-09","1975","09","20.4","","11.9","","16.2","","27.8","","7.8","","1.0","","0.0","","1.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-10","1975","10","10.8","","6.2","","8.5","","25.6","","1.1","","442.5","","0.0","","442.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-11","1975","11","6.3","","2.1","","4.2","","15.0","","-6.1","","325.1","","22.9","","348.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1975-12","1975","12","5.4","","0.9","","3.2","","11.1","","-4.4","","346.2","","34.8","","381.0","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-01","1976","01","5.6","","1.6","","3.6","","11.7","","-2.8","S","271.5","","29.7","","301.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-02","1976","02","5.1","","0.3","","2.7","","9.4","S","-2.2","","150.1","","59.7","","209.8","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-03","1976","03","6.1","","0.1","","3.1","","10.6","","-7.8","","175.8","","18.0","","193.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-04","1976","04","12.1","","4.6","","8.4","","24.4","","0.0","S","120.1","","8.1","","128.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-05","1976","05","14.7","","6.7","","10.7","","24.4","","3.3","S","148.6","","0.0","","148.6","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-06","1976","06","16.6","","8.6","","12.6","","24.4","","3.9","S","113.0","","0.0","","113.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-07","1976","07","20.0","","11.7","","15.9","","26.1","","8.9","","46.5","","0.0","","46.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-08","1976","08","18.1","","12.0","","15.1","","23.9","","9.4","S","137.2","","0.0","","137.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-09","1976","09","18.5","","11.9","","15.2","","27.2","","7.2","","79.2","","0.0","","79.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-10","1976","10","12.5","","7.7","","10.1","","18.9","","2.8","","159.0","","0.0","","159.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-11","1976","11","9.5","","4.7","","7.1","","13.9","","-1.7","","117.3","","0.0","","117.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1976-12","1976","12","7.2","","3.0","","5.1","","11.1","S","-0.6","S","263.9","","0.0","T","263.9","","0","T","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-01","1977","01","4.9","","-0.2","","2.4","","10.0","S","-5.0","","136.9","","4.3","","141.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-02","1977","02","9.5","","4.3","","6.9","","18.3","","0.0","S","134.3","","11.4","","145.7","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-03","1977","03","7.2","","1.5","","4.4","","11.7","","-1.7","","140.0","","7.6","","147.6","","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-04","1977","04","13.6","","5.5","","9.6","","25.0","","0.0","","81.7","","1.3","","83.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-05","1977","05","13.6","","6.3","","10.0","","20.6","","3.9","S","115.7","","0.0","","115.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-06","1977","06","18.8","","9.7","","14.3","","27.8","","5.6","S","30.0","","0.0","","30.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-07","1977","07","18.9","","11.0","","15.0","","27.2","","5.6","","87.7","","0.0","","87.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-08","1977","08","23.7","","14.8","","19.3","","31.7","","8.9","","80.8","","0.0","","80.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-09","1977","09","15.7","","9.7","","12.7","","22.8","","7.2","S","111.1","","0.0","","111.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-10","1977","10","11.9","","6.7","","9.3","","16.1","","3.3","","173.0","","0.0","","173.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-11","1977","11","6.8","","1.8","","4.3","","15.6","","-6.7","","315.5","","11.4","","326.9","","5","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1977-12","1977","12","4.4","","0.0","","2.2","","10.0","","-4.4","S","249.5","","6.1","","255.6","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-01","1978","01","5.6","","1.6","","3.6","","10.6","S","-5.6","S","106.7","","27.3","","134.0","","2","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-02","1978","02","8.3","","2.7","","5.5","","14.4","","-1.7","S","116.9","","7.1","","124.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-03","1978","03","9.8","","4.3","","7.1","","14.4","S","0.6","","136.9","E","0.0","","136.9","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-04","1978","04","11.3","","4.9","","8.1","","18.9","","1.7","","139.5","","0.0","","139.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-05","1978","05","14.8","","6.8","","10.8","","23.9","S","2.2","","132.2","","0.0","","132.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-06","1978","06","19.6","","11.8","","15.7","","28.3","","5.6","","54.7","","0.0","","54.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-07","1978","07","21.9","E","13.2","","17.6","E","29.0","B","8.9","S","15.5","","0.0","","15.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-08","1978","08","20.4","","12.5","","16.5","","33.3","","8.3","","92.0","","0.0","","92.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-09","1978","09","15.3","","9.9","E","12.6","E","20.5","","4.5","","152.4","","0.0","","152.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-10","1978","10","13.2","","8.0","","10.6","","21.0","","3.0","","55.5","","0.0","","55.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-11","1978","11","5.4","","1.4","","3.4","","12.5","","-4.0","","185.2","","0.0","T","185.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1978-12","1978","12","1.9","","-1.4","","0.3","","6.0","","-12.5","","122.3","","44.0","","166.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-01","1979","01","1.7","","-2.2","E","-0.3","E","6.0","","-11.0","","54.0","","28.8","","82.8","","3","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-02","1979","02","4.6","E","-0.1","","2.3","E","8.0","","-5.0","S","224.2","E","23.5","E","247.7","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-03","1979","03","","M","","M","","M","","M","","M","","M","","M","","M","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-04","1979","04","","M","","M","","M","","M","","M","","M","0.0","","","M","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-05","1979","05","15.7","","8.3","","12.0","","23.0","S","4.0","","28.2","","0.0","","28.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-06","1979","06","18.1","","10.3","","14.2","","25.0","S","7.0","","74.8","","0.0","","74.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-07","1979","07","21.5","","13.0","","17.3","","30.0","S","5.0","","59.4","","0.0","","59.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-08","1979","08","21.3","E","13.1","E","17.2","E","26.0","","10.0","","36.4","","0.0","","36.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-09","1979","09","18.5","","12.6","","15.6","","29.0","","9.0","","115.7","","0.0","","115.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-10","1979","10","12.7","","8.2","","10.5","","22.0","","4.0","","139.7","","0.0","","139.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-11","1979","11","8.1","","4.0","","6.1","","14.5","S","-2.0","","94.2","","2.6","","96.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1979-12","1979","12","7.1","","3.1","","5.1","","12.0","","-2.0","S","489.3","","13.8","","503.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-01","1980","01","2.2","","-2.4","","-0.1","","8.0","","-10.0","S","97.0","","27.5","","124.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-02","1980","02","7.6","","2.8","","5.2","","13.0","","-3.0","","229.1","","9.4","","238.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-03","1980","03","7.0","","1.8","","4.4","","12.5","","-1.0","","162.8","E","9.8","","172.6","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-04","1980","04","13.8","","6.2","","10.0","","21.5","","1.0","","119.0","","0.0","","119.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-05","1980","05","14.2","","7.9","","11.1","","24.5","","4.0","S","106.4","","0.0","","106.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-06","1980","06","15.6","","9.8","","12.7","","21.5","","6.5","","135.9","","0.0","","135.9","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-07","1980","07","19.7","E","11.9","E","15.8","E","28.0","","8.5","","97.2","","0.0","","97.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-08","1980","08","18.3","","11.8","","15.1","","27.0","","8.0","","76.3","","0.0","","76.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-09","1980","09","16.1","","10.9","","13.5","","21.0","S","8.0","S","137.5","","0.0","","137.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-10","1980","10","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-11","1980","11","7.8","","4.5","","6.2","","17.0","","0.5","S","446.0","","0.0","T","446.0","","0","T","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1980-12","1980","12","6.2","","2.8","","4.5","","13.0","","-9.0","","409.3","","24.9","","434.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-01","1981","01","9.1","","5.0","","7.1","","16.5","","1.0","","77.2","","0.0","","77.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-02","1981","02","7.0","","2.5","","4.8","","12.5","","-6.0","","219.3","","2.0","","221.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-03","1981","03","10.7","","5.1","","7.9","","15.5","S","1.0","","191.6","","0.0","","191.6","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-04","1981","04","11.0","","4.5","","7.8","","19.0","","-1.0","","250.2","","12.0","","262.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-05","1981","05","14.1","","7.8","","11.0","","23.0","","1.5","","118.2","","0.0","","118.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-06","1981","06","14.6","","8.9","","11.8","","22.0","","6.5","","207.2","","0.0","","207.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-07","1981","07","19.1","E","12.3","","15.7","E","28.0","","7.5","","57.3","","0.0","","57.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-08","1981","08","","M","","M","","M","","M","","M","55.9","","0.0","","55.9","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-09","1981","09","17.0","","10.7","","13.9","","29.0","","5.5","","132.8","","0.0","","132.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-10","1981","10","10.7","","6.5","","8.6","","15.0","","3.5","","367.6","","0.0","","367.6","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-11","1981","11","9.2","","5.1","","7.2","","17.5","","0.0","S","238.5","","1.4","","239.9","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1981-12","1981","12","5.1","","1.0","","3.1","","11.0","S","-4.0","","186.4","","48.2","","234.6","","9","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-01","1982","01","2.1","","-1.5","","0.3","","6.0","S","-12.0","","275.1","","55.9","","331.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-02","1982","02","4.9","","0.5","","2.7","","11.0","","-7.0","","292.6","","30.8","","323.4","","0","T","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-03","1982","03","7.9","","2.4","","5.2","","13.0","S","-0.5","S","86.6","","14.5","","101.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-04","1982","04","10.4","","3.0","","6.7","","22.5","","0.0","S","134.6","","22.1","","156.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-05","1982","05","15.2","","7.1","","11.2","","23.0","S","2.5","","30.8","","0.0","","30.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-06","1982","06","20.0","","12.3","","16.2","","30.0","","7.0","S","33.9","","0.0","","33.9","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-07","1982","07","18.5","","11.8","","15.2","","29.0","","7.5","","150.7","","0.0","","150.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-08","1982","08","19.2","E","12.2","","15.7","E","28.0","","9.0","","77.3","","0.0","","77.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-09","1982","09","17.2","","11.7","","14.5","","25.0","S","7.0","","90.7","","0.0","","90.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-10","1982","10","11.9","","7.5","","9.7","","18.5","","2.5","","245.9","","0.0","","245.9","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-11","1982","11","5.5","","1.6","","3.6","","13.0","","-6.5","","262.2","","2.0","","264.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1982-12","1982","12","5.4","","1.2","","3.3","","10.0","S","-2.5","","220.4","E","0.0","","220.4","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-01","1983","01","7.6","","3.4","","5.5","","11.0","","0.0","","300.0","","0.0","","300.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-02","1983","02","7.8","","3.5","","5.7","","13.5","","0.0","","343.7","E","0.0","","343.7","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-03","1983","03","10.3","","4.8","","7.6","","14.5","","2.5","","184.2","","0.0","","184.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-04","1983","04","12.6","","5.2","","8.9","","19.0","","1.0","S","102.1","","0.6","","102.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-05","1983","05","16.4","","9.0","","12.7","","33.0","","2.5","","53.5","","0.0","","53.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-06","1983","06","16.1","","10.1","","13.1","","22.5","","8.0","S","139.0","E","0.0","","139.0","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-07","1983","07","17.8","","11.7","","14.8","","","M","","M","188.7","","0.0","","188.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-08","1983","08","20.0","","13.4","E","16.7","E","26.5","","11.0","","39.6","","0.0","","39.6","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-09","1983","09","15.0","","9.9","","12.5","","21.0","","5.0","","124.8","","0.0","","124.8","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-10","1983","10","11.6","","6.6","","9.1","","15.5","","5.0","S","162.7","","0.0","","162.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-11","1983","11","7.5","","4.4","E","6.0","E","","M","","M","512.3","E","0.0","","512.3","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1983-12","1983","12","1.6","","-2.3","","-0.4","","7.0","","-13.0","","114.1","E","14.4","E","128.5","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-01","1984","01","5.8","","2.3","","4.1","","11.0","","-4.0","S","345.1","","5.0","","350.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-02","1984","02","7.5","","3.1","","5.3","","14.0","","0.0","S","243.7","","8.0","","251.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-03","1984","03","10.0","","4.6","","7.3","","15.5","","0.5","","198.5","E","1.7","E","200.2","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-04","1984","04","10.4","","4.1","","7.3","","20.5","","1.0","","214.3","","0.0","","214.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-05","1984","05","12.4","","6.2","","9.3","","22.5","","3.0","S","193.5","","0.0","","193.5","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-06","1984","06","15.6","","9.6","","12.6","","23.5","","7.0","S","149.1","","0.0","","149.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-07","1984","07","20.0","","12.3","","16.2","","29.0","","8.5","S","10.0","","0.0","","10.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-08","1984","08","19.5","E","12.6","","16.1","E","26.0","","9.0","","50.2","","0.0","","50.2","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-09","1984","09","16.3","","10.1","","13.2","","21.0","S","6.0","","109.9","","0.0","","109.9","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-10","1984","10","9.6","","5.5","","7.6","","19.0","","-7.0","","227.4","E","3.0","","230.4","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-11","1984","11","6.5","","3.2","","4.9","","11.5","","0.0","S","317.9","E","15.0","E","332.9","E","","M","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1984-12","1984","12","1.0","","-2.0","","-0.5","","7.5","","-8.5","S","186.6","E","66.5","E","253.1","E","25","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-01","1985","01","4.7","","0.9","","2.8","","7.5","S","-6.5","","26.0","E","3.5","E","29.5","E","1","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-02","1985","02","3.9","","-0.1","","1.9","","10.0","","-6.0","","79.7","","34.4","","114.1","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-03","1985","03","7.4","","1.6","","4.5","","16.0","","-0.5","","82.6","E","45.1","E","127.7","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-04","1985","04","10.4","","4.6","","7.5","","18.0","","0.0","S","170.1","E","3.0","E","173.1","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-05","1985","05","14.7","","8.2","","11.5","","25.0","","2.5","","68.5","E","0.0","","68.5","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-06","1985","06","17.0","","10.4","","13.7","","27.5","","7.0","S","50.4","","0.0","","50.4","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-07","1985","07","24.1","E","14.8","E","19.5","E","29.0","S","","M","0.3","","0.0","","0.3","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-08","1985","08","19.7","","12.8","","16.3","","25.5","","9.5","","68.0","E","0.0","","68.0","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-09","1985","09","15.4","","10.2","","12.8","","19.5","S","7.5","","176.4","E","0.0","","176.4","E","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-10","1985","10","10.0","","6.1","","8.1","","14.5","S","2.5","S","425.9","","0.0","","425.9","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","1985-11","1985","11","0.6","","-3.7","","-1.6","","9.5","S","-14.0","","111.1","","38.1","E","149.2","E","8","","","","",""
